"tempo","jm","mv","me","md","jv","vv","ve","vd","pbm","pbe","pbv","bm","be","bv","bxtm","bxte","bxtv","tpm","tpe","tpv","npm","npv","nem","nev","sgm","sgv","r"
20201007,18,0.4500,0.3500,0.2000,16,0.3333,0.2222,0.4444,0.4472,0.2861,0.2667,0.5806,0.2258,0.1935,0.4563,0.2396,0.3042,0.5806,0.2258,0.1936,0.8235,0.5333,0.6471,0.8000,12,6,1
20201007,16,0.4444,0.3889,0.1667,16,0.4444,0.1667,0.3889,0.4167,0.2778,0.3056,0.5544,0.2080,0.2376,0.1839,0.4729,0.3432,0.1241,0.2896,0.5863,0.8667,0.6000,0.6000,0.8667,8,2,0
20201007,13,0.4000,0.2667,0.3333,17,0.3684,0.2105,0.4211,0.4106,0.2386,0.3509,0.4849,0.1616,0.3535,0.6381,0.1832,0.1787,0.3387,0.3387,0.3226,0.6667,0.5625,0.7500,0.8125,3,-2,2
20201007,16,0.5000,0.3333,0.1667,15,0.3529,0.2941,0.3529,0.4265,0.3137,0.2598,0.5294,0.2941,0.1765,0.4976,0.3318,0.1706,0.4342,0.4975,0.0683,0.8667,0.6429,0.6667,0.7143,10,2,1
20201007,21,0.4783,0.2174,0.3043,15,0.2941,0.3529,0.3529,0.4156,0.2852,0.2992,0.5038,0.2290,0.2671,0.5000,0.3000,0.2000,0.7194,0.1162,0.1644,0.7000,0.6429,0.8000,0.6429,9,1,1
20201007,16,0.6667,0.1667,0.1667,18,0.2500,0.3500,0.4000,0.5334,0.2584,0.2084,0.7272,0.1591,0.1136,0.6439,0.1951,0.1610,0.7724,0.1177,0.1098,0.8667,0.5882,0.8667,0.6471,20,3,1
20201008,15,0.5294,0.1765,0.2941,19,0.2857,0.4762,0.2381,0.3838,0.3264,0.2899,0.4286,0.2858,0.2857,0.2413,0.4138,0.3449,0.4285,0.3572,0.2143,0.7143,0.7778,0.8571,0.5000,10,-3,2
20201008,20,0.6364,0.2273,0.1364,19,0.5714,0.1429,0.2857,0.4611,0.1851,0.3539,0.6222,0.1111,0.2667,0.6762,0.0833,0.2405,0.4395,0.1332,0.4273,0.8947,0.7222,0.7895,0.8889,26,-12,0
20201010,17,0.4211,0.2632,0.3158,19,0.6667,0.1429,0.1905,0.3058,0.2031,0.4913,0.2443,0.1145,0.6412,0.2909,0.0545,0.6546,0.1868,0.0519,0.7612,0.6875,0.8333,0.7500,0.8889,3,-9,2
20201010,17,0.5789,0.3684,0.0526,16,0.2778,0.2778,0.4444,0.5117,0.3231,0.1652,0.6875,0.2735,0.0390,0.3681,0.3865,0.2454,0.2553,0.5745,0.1702,1.0000,0.5333,0.6250,0.7333,20,2,2
20201010,15,0.7647,0.1176,0.1176,14,0.3750,0.3125,0.3125,0.5386,0.2151,0.2463,0.7472,0.1149,0.1379,0.7117,0.1038,0.1845,0.7670,0.0999,0.1332,0.9286,0.6923,0.9286,0.6923,25,-2,1
20201010,16,0.5000,0.2222,0.2778,18,0.4000,0.2500,0.3500,0.4250,0.2361,0.3389,0.5122,0.1626,0.3252,0.2993,0.2217,0.4790,0.5011,0.3207,0.1782,0.7333,0.6471,0.8000,0.7647,13,-7,0
20201011,18,0.5000,0.3000,0.2000,18,0.1000,0.6000,0.3000,0.4000,0.4500,0.1500,0.4286,0.5143,0.0571,0.3226,0.4839,0.1935,0.5645,0.3226,0.1129,0.8235,0.7059,0.7059,0.3529,13,10,2
20201011,19,0.6667,0.1429,0.1905,15,0.3529,0.1176,0.5294,0.5981,0.1303,0.2717,0.8077,0.0385,0.1538,0.4386,0.2025,0.3589,0.5608,0.1402,0.2990,0.8333,0.4286,0.8889,0.9286,24,6,1
20201011,15,0.5294,0.2941,0.1765,14,0.1875,0.4375,0.3750,0.4522,0.3658,0.1820,0.5510,0.3571,0.0919,0.5021,0.3515,0.1464,0.3348,0.5739,0.0913,0.8571,0.6154,0.7143,0.5385,22,6,1
20201011,18,0.3500,0.5000,0.1500,18,0.4500,0.3000,0.2500,0.3000,0.4000,0.3000,0.2869,0.4918,0.2213,0.5025,0.3769,0.1206,0.3589,0.4038,0.2372,0.8824,0.7647,0.4706,0.7059,8,-5,1
20201011,21,0.5217,0.2174,0.2609,21,0.3913,0.3043,0.3043,0.4130,0.2609,0.3261,0.4855,0.2023,0.3122,0.6232,0.2181,0.1586,0.3998,0.2804,0.3198,0.7500,0.7000,0.8000,0.7000,19,-5,1
20201011,22,0.4583,0.3333,0.2083,16,0.2222,0.3333,0.4444,0.4514,0.3333,0.2153,0.5641,0.3077,0.1282,0.4607,0.2962,0.2430,0.6025,0.3099,0.0876,0.8095,0.5333,0.6667,0.6667,10,2,1
20201013,17,0.6842,0.1579,0.1579,15,0.3529,0.2941,0.3529,0.5186,0.2260,0.2554,0.7027,0.1351,0.1622,0.8263,0.0556,0.1181,0.6563,0.2188,0.1250,0.8750,0.6429,0.8750,0.7143,23,1,1
20201014,18,0.5500,0.3500,0.1000,17,0.3158,0.2105,0.4737,0.5119,0.2803,0.2079,0.7123,0.2014,0.0863,0.6031,0.2345,0.1623,0.6742,0.1101,0.2157,0.9412,0.5000,0.6471,0.8125,18,7,2
20201014,16,0.7778,0.1111,0.1111,18,0.4000,0.2000,0.4000,0.5889,0.1556,0.2556,0.8235,0.0588,0.1176,0.3846,0.2308,0.3846,0.6550,0.1403,0.2047,0.9333,0.5882,0.9333,0.8235,28,-4,0
20201014,19,0.3810,0.4762,0.1429,16,0.3333,0.2778,0.3889,0.3850,0.3770,0.2381,0.4516,0.4032,0.1452,0.3925,0.4577,0.1498,0.4934,0.4625,0.0441,0.8889,0.6000,0.5000,0.7333,9,5,2
20201014,21,0.6087,0.2609,0.1304,17,0.2105,0.3158,0.4737,0.5412,0.2884,0.1705,0.7241,0.2069,0.0689,0.6440,0.1839,0.1721,0.7261,0.1743,0.0996,0.9000,0.5000,0.7500,0.6875,26,3,2
20201014,19,0.4762,0.3333,0.1905,19,0.1429,0.5714,0.2857,0.3810,0.4524,0.1667,0.3846,0.5384,0.0770,0.3185,0.4246,0.2569,0.4922,0.2578,0.2500,0.8333,0.7222,0.6667,0.3889,13,9,1
20201014,19,0.4762,0.2857,0.2381,20,0.3182,0.4545,0.2273,0.3518,0.3701,0.2782,0.3449,0.4137,0.2414,0.2428,0.4854,0.2718,0.1355,0.6638,0.2007,0.7778,0.7895,0.7222,0.5263,12,-5,2
20201015,18,0.7000,0.1500,0.1500,15,0.1765,0.4118,0.4118,0.5559,0.2809,0.1633,0.7656,0.1641,0.0703,0.8046,0.1150,0.0805,0.7546,0.1293,0.1160,0.8824,0.5714,0.8824,0.5714,24,7,0
20201016,14,0.3750,0.2500,0.3750,22,0.3750,0.2917,0.3333,0.3542,0.2709,0.3750,0.3692,0.2154,0.4154,0.3590,0.1795,0.4616,0.4103,0.1282,0.4615,0.6154,0.6667,0.7692,0.7143,1,-4,0
20201017,17,0.5263,0.3158,0.1579,19,0.4286,0.2857,0.2857,0.4060,0.3008,0.2933,0.4878,0.2927,0.2195,0.5006,0.3136,0.1859,0.3767,0.3722,0.2511,0.8750,0.7222,0.6875,0.7222,13,-4,0
20201017,16,0.5556,0.2778,0.1667,16,0.3333,0.1111,0.5556,0.5556,0.1945,0.2500,0.7813,0.0781,0.1406,0.3812,0.3465,0.2723,0.6623,0.1656,0.1721,0.8667,0.4000,0.7333,0.9333,23,7,0
20201017,17,0.4737,0.2632,0.2632,17,0.4211,0.2105,0.3684,0.4211,0.2369,0.3422,0.5121,0.1626,0.3253,0.2115,0.2596,0.5288,0.4956,0.1858,0.3186,0.7500,0.6250,0.7500,0.8125,13,2,2
20201017,22,0.5417,0.2083,0.2500,20,0.5455,0.1818,0.2727,0.4072,0.1951,0.3978,0.4588,0.1176,0.4236,0.5372,0.1644,0.2984,0.3887,0.1178,0.4935,0.7619,0.7368,0.8095,0.8421,20,-12,0
20201018,16,0.5000,0.1667,0.3333,19,0.2381,0.3333,0.4286,0.4643,0.2500,0.2857,0.6137,0.1591,0.2272,0.5600,0.1200,0.3200,0.2857,0.2143,0.5000,0.6667,0.5556,0.8667,0.6667,8,6,1
20201018,20,0.6818,0.1364,0.1818,16,0.2778,0.3333,0.3889,0.5354,0.2349,0.2298,0.7343,0.1259,0.1399,0.7200,0.0400,0.2400,0.4397,0.2855,0.2749,0.8421,0.6000,0.8947,0.6667,25,4,1
20201018,19,0.6190,0.2381,0.1429,18,0.4000,0.4000,0.2000,0.4095,0.3191,0.2715,0.4482,0.3448,0.2070,0.2632,0.6140,0.1228,0.3840,0.1895,0.4265,0.8889,0.8235,0.7778,0.5882,21,-9,1
20201018,17,0.4211,0.4211,0.1579,20,0.6818,0.1364,0.1818,0.3015,0.2788,0.4199,0.3168,0.2377,0.4455,0.4156,0.3117,0.2727,0.2335,0.4269,0.3396,0.8750,0.8421,0.5625,0.8947,8,-10,2
20201019,22,0.5000,0.2083,0.2917,18,0.4500,0.2500,0.3000,0.4000,0.2292,0.3709,0.4500,0.1562,0.3938,0.6388,0.0571,0.3041,0.6134,0.0751,0.3115,0.7143,0.7059,0.8095,0.7647,12,-3,1
20201019,17,0.5263,0.2632,0.2105,16,0.3333,0.2778,0.3889,0.4576,0.2705,0.2719,0.5882,0.2101,0.2016,0.6000,0.2400,0.1600,0.4411,0.2942,0.2647,0.8125,0.6000,0.7500,0.7333,9,2,0
20201021,18,0.4000,0.2500,0.3500,18,0.2500,0.3000,0.4500,0.4250,0.2750,0.3000,0.5255,0.2190,0.2555,0.6104,0.1798,0.2098,0.5476,0.1597,0.2928,0.6471,0.5294,0.7647,0.7059,2,2,2
20201024,23,0.4800,0.3200,0.2000,18,0.3500,0.2000,0.4500,0.4650,0.2600,0.2750,0.6171,0.1829,0.2000,0.7480,0.0725,0.1795,0.6469,0.1061,0.2470,0.8182,0.5294,0.6818,0.8235,11,5,1
20201024,17,0.5263,0.1579,0.3158,17,0.3158,0.3158,0.3684,0.4474,0.2369,0.3158,0.5645,0.1452,0.2903,0.5504,0.1927,0.2569,0.3352,0.1955,0.4693,0.6875,0.6250,0.8750,0.6875,10,2,1
20201024,17,0.7368,0.1579,0.1053,20,0.2273,0.3182,0.4545,0.5957,0.2381,0.1663,0.8187,0.1228,0.0585,0.3192,0.1702,0.5106,0.5485,0.1828,0.2687,0.9375,0.5263,0.8750,0.6842,28,8,0
20201025,17,0.5263,0.3158,0.1579,19,0.3810,0.3810,0.2381,0.3822,0.3484,0.2695,0.4098,0.3935,0.1967,0.3206,0.2671,0.4122,0.2722,0.6352,0.0926,0.8750,0.7778,0.6875,0.6111,23,-7,2
20201025,21,0.6957,0.1304,0.1739,21,0.6957,0.1304,0.1739,0.4348,0.1304,0.4348,0.4672,0.0657,0.4672,0.3825,0.0820,0.5355,0.6400,0.0800,0.2800,0.8500,0.8500,0.9000,0.9000,27,-14,0
20201025,22,0.5833,0.2500,0.1667,20,0.4091,0.3182,0.2727,0.4280,0.2841,0.2879,0.5184,0.2593,0.2223,0.4375,0.4545,0.1080,0.4538,0.2074,0.3388,0.8571,0.7368,0.7619,0.6842,25,-4,2
20201025,23,0.5200,0.2400,0.2400,18,0.4500,0.2000,0.3500,0.4350,0.2200,0.3450,0.5385,0.1420,0.3195,0.5798,0.1104,0.3098,0.5104,0.1396,0.3500,0.7727,0.6471,0.7727,0.8235,20,1,1
20201031,18,0.4500,0.2500,0.3000,17,0.3684,0.2632,0.3684,0.4092,0.2566,0.3342,0.4846,0.1923,0.3231,0.4444,0.1556,0.4000,0.6420,0.1868,0.1712,0.7059,0.6250,0.7647,0.7500,12,4,1
20201031,19,0.3810,0.3810,0.2381,23,0.3600,0.4000,0.2400,0.3105,0.3905,0.2991,0.2775,0.4624,0.2601,0.2345,0.5104,0.2552,0.6227,0.2076,0.1698,0.7778,0.7727,0.6111,0.5909,3,-7,1
20201031,19,0.4762,0.2857,0.2381,23,0.4800,0.2400,0.2800,0.3781,0.2629,0.3591,0.4217,0.2169,0.3615,0.6015,0.0913,0.3071,0.2391,0.3382,0.4228,0.7778,0.7273,0.7222,0.7727,8,-11,0
20201031,21,0.6522,0.2174,0.1304,19,0.3810,0.2381,0.3810,0.5166,0.2278,0.2557,0.7101,0.1479,0.1420,0.4488,0.3357,0.2155,0.4760,0.2746,0.2493,0.9000,0.6111,0.8000,0.7778,24,-4,2
20201101,22,0.3750,0.4583,0.1667,24,0.3462,0.3077,0.3462,0.3606,0.3830,0.2565,0.3951,0.4292,0.1757,0.4814,0.2476,0.2709,0.5392,0.2119,0.2489,0.8571,0.6522,0.5238,0.6957,9,-3,1
20201101,20,0.6818,0.1818,0.1364,19,0.2857,0.2857,0.4286,0.5552,0.2338,0.2111,0.7627,0.1356,0.1017,0.7599,0.1477,0.0923,0.7402,0.1827,0.0771,0.8947,0.5556,0.8421,0.7222,26,1,2
20201101,20,0.4545,0.2727,0.2727,18,0.3000,0.1500,0.5500,0.5023,0.2114,0.2864,0.6707,0.1098,0.2195,0.4918,0.2623,0.2459,0.5611,0.2705,0.1683,0.7368,0.4118,0.7368,0.8824,10,8,1
20201101,15,0.3529,0.2941,0.3529,17,0.2632,0.3158,0.4211,0.3870,0.3050,0.3081,0.4444,0.2778,0.2778,0.6167,0.1982,0.1851,0.1836,0.3443,0.4721,0.6429,0.5625,0.7143,0.6875,1,6,0
20201102,22,0.5000,0.3333,0.1667,16,0.1667,0.4444,0.3889,0.4445,0.3889,0.1667,0.5250,0.3999,0.0750,0.5419,0.3687,0.0894,0.4271,0.4806,0.0924,0.8571,0.6000,0.6667,0.5333,16,7,1
20201102,20,0.5455,0.3182,0.1364,19,0.4286,0.2381,0.3333,0.4394,0.2782,0.2825,0.5753,0.2397,0.1850,0.5938,0.1799,0.2263,0.3510,0.4095,0.2394,0.8947,0.6667,0.6842,0.7778,21,-1,1
20201107,19,0.4762,0.2857,0.2381,20,0.2727,0.3182,0.4091,0.4427,0.3020,0.2554,0.5556,0.2593,0.1852,0.4760,0.2116,0.3125,0.6884,0.2160,0.0956,0.7778,0.5789,0.7222,0.6842,19,1,0
20201107,24,0.5385,0.2308,0.2308,19,0.3810,0.2857,0.3333,0.4359,0.2583,0.3059,0.5384,0.1978,0.2638,0.6750,0.0750,0.2500,0.4721,0.1682,0.3597,0.7826,0.6667,0.7826,0.7222,23,-7,1
20201107,20,0.5455,0.3182,0.1364,18,0.3000,0.3000,0.4000,0.4728,0.3091,0.2182,0.6154,0.2692,0.1154,0.5659,0.2572,0.1769,0.4604,0.4317,0.1079,0.8947,0.5882,0.6842,0.7059,18,4,1
20201108,24,0.5385,0.2308,0.2308,22,0.4583,0.2917,0.2500,0.3943,0.2613,0.3446,0.4375,0.2188,0.3437,0.1920,0.3600,0.4480,0.2492,0.1947,0.5562,0.7826,0.7619,0.7826,0.7143,22,-6,2
20201108,20,0.4091,0.2273,0.3636,21,0.4348,0.3478,0.2174,0.3133,0.2876,0.3992,0.2727,0.2424,0.4848,0.2869,0.3306,0.3825,0.1404,0.5158,0.3438,0.6316,0.8000,0.7895,0.6500,2,-12,2
20201108,23,0.6800,0.1600,0.1600,19,0.3333,0.1905,0.4762,0.5781,0.1753,0.2467,0.7944,0.0748,0.1308,0.6615,0.1764,0.1621,0.6538,0.2490,0.0972,0.8636,0.5000,0.8636,0.8333,28,6,0
20201108,24,0.5385,0.1923,0.2692,21,0.1304,0.5652,0.3043,0.4214,0.3788,0.1998,0.5326,0.3533,0.1141,0.3986,0.5398,0.0617,0.4082,0.4690,0.1228,0.7391,0.7000,0.8261,0.4000,18,11,1
20201108,19,0.5238,0.1429,0.3333,20,0.4091,0.1818,0.4091,0.4665,0.1624,0.3712,0.5690,0.0690,0.3620,0.5645,0.1451,0.2903,0.5072,0.1015,0.3913,0.6667,0.5789,0.8889,0.8421,10,4,0
20201108,25,0.5185,0.2963,0.1852,21,0.2174,0.3478,0.4348,0.4767,0.3221,0.2013,0.6114,0.2795,0.1092,0.5524,0.2719,0.1757,0.5622,0.3886,0.0492,0.8333,0.5500,0.7083,0.6500,13,8,0
20201108,18,0.7000,0.2000,0.1000,23,0.6800,0.1600,0.1600,0.4300,0.1800,0.3900,0.5283,0.1509,0.3208,0.5330,0.1828,0.2842,0.6432,0.0696,0.2872,0.9412,0.8636,0.8235,0.8636,28,-15,1
20201111,25,0.5556,0.1852,0.2593,20,0.3636,0.2727,0.3636,0.4596,0.2290,0.3115,0.5825,0.1456,0.2719,0.7452,0.1025,0.1524,0.7634,0.0763,0.1603,0.7500,0.6316,0.8333,0.7368,19,-6,1
20201114,23,0.6000,0.2800,0.1200,20,0.4091,0.2273,0.3636,0.4818,0.2537,0.2646,0.6593,0.1923,0.1484,0.4888,0.3232,0.1880,0.6683,0.1620,0.1697,0.9091,0.6316,0.7273,0.7895,28,-5,1
20201114,23,0.4000,0.4400,0.1600,24,0.3462,0.3846,0.2692,0.3346,0.4123,0.2531,0.3240,0.5093,0.1667,0.2559,0.4700,0.2741,0.5160,0.3311,0.1528,0.8636,0.7391,0.5455,0.6087,11,-6,1
20201114,21,0.4783,0.2609,0.2609,19,0.2381,0.3810,0.3810,0.4297,0.3210,0.2495,0.5301,0.2892,0.1807,0.4938,0.3840,0.1222,0.5963,0.3043,0.0994,0.7500,0.6111,0.7500,0.6111,11,6,2
20201114,16,0.3333,0.3333,0.3333,20,0.2727,0.1364,0.5909,0.4621,0.2349,0.3030,0.5909,0.1364,0.2727,0.6738,0.1123,0.2139,0.7468,0.1038,0.1494,0.6667,0.3684,0.6667,0.8947,1,10,2
20201114,23,0.6400,0.1600,0.2000,19,0.3333,0.2381,0.4286,0.5343,0.1991,0.2667,0.7236,0.1005,0.1759,0.6833,0.1079,0.2088,0.6449,0.1536,0.2015,0.8182,0.5556,0.8636,0.7778,23,6,0
20201114,23,0.5200,0.3200,0.1600,25,0.4444,0.2593,0.2963,0.4082,0.2897,0.3022,0.5000,0.2693,0.2307,0.6245,0.1166,0.2590,0.4381,0.1553,0.4066,0.8636,0.7083,0.6818,0.7500,17,-8,1
20201114,20,0.4091,0.3636,0.2273,20,0.4091,0.2273,0.3636,0.3864,0.2955,0.3182,0.4586,0.2548,0.2867,0.6554,0.2276,0.1170,0.2608,0.3725,0.3667,0.7895,0.6316,0.6316,0.7895,4,2,2
20201114,22,0.6250,0.2083,0.1667,21,0.3478,0.2609,0.3913,0.5082,0.2346,0.2573,0.6853,0.1523,0.1625,0.2990,0.4649,0.2361,0.4738,0.2153,0.3109,0.8571,0.6000,0.8095,0.7500,23,-3,2
20201116,20,0.4545,0.3182,0.2273,18,0.1500,0.4000,0.4500,0.4523,0.3591,0.1887,0.5590,0.3479,0.0932,0.6163,0.1348,0.2488,0.6831,0.1495,0.1674,0.7895,0.5294,0.6842,0.5882,8,9,2
20201116,19,0.4762,0.2381,0.2857,25,0.3333,0.2963,0.3704,0.4233,0.2672,0.3095,0.5155,0.2062,0.2783,0.5368,0.2928,0.1704,0.5151,0.2789,0.2060,0.7222,0.6250,0.7778,0.7083,13,-1,2
20201118,19,0.7143,0.1905,0.0952,21,0.3043,0.1304,0.5652,0.6398,0.1605,0.1998,0.8824,0.0543,0.0633,0.3578,0.2478,0.3944,0.5581,0.1629,0.2791,0.9444,0.4000,0.8333,0.9000,32,9,2
20201119,21,0.3913,0.2174,0.3913,21,0.3478,0.2609,0.3913,0.3913,0.2392,0.3696,0.4426,0.1640,0.3934,0.5366,0.1951,0.2683,0.4472,0.1951,0.3577,0.6000,0.6000,0.8000,0.7500,1,-5,0
20201120,20,0.5000,0.1818,0.3182,26,0.3571,0.2857,0.3571,0.4286,0.2338,0.3377,0.5189,0.1509,0.3302,0.4946,0.1096,0.3958,0.3037,0.0697,0.6266,0.6842,0.6400,0.8421,0.7200,10,-2,1
20201121,17,0.3158,0.3158,0.3684,23,0.4400,0.3600,0.2000,0.2579,0.3379,0.4042,0.1863,0.3354,0.4782,0.3530,0.2941,0.3529,0.1790,0.4184,0.4027,0.6250,0.8182,0.6875,0.6364,0,-13,1
20201121,25,0.5556,0.2222,0.2222,21,0.3913,0.2174,0.3913,0.4735,0.2198,0.3068,0.6165,0.1370,0.2465,0.7488,0.0715,0.1797,0.5826,0.1249,0.2925,0.7917,0.6000,0.7917,0.8000,24,4,1
20201121,24,0.6154,0.1923,0.1923,20,0.3182,0.2273,0.4545,0.5350,0.2098,0.2553,0.7272,0.1137,0.1591,0.5534,0.3058,0.1409,0.5901,0.1968,0.2131,0.8261,0.5263,0.8261,0.7895,23,6,1
20201122,21,0.3913,0.3478,0.2609,24,0.5000,0.2692,0.2308,0.3111,0.3085,0.3805,0.2873,0.2978,0.4149,0.4688,0.3750,0.1562,0.5319,0.2149,0.2533,0.7500,0.7826,0.6500,0.7391,3,-8,0
20201122,25,0.6296,0.1852,0.1852,21,0.3913,0.2174,0.3913,0.5105,0.2013,0.2883,0.6861,0.1121,0.2018,0.6366,0.1966,0.1668,0.5794,0.1867,0.2340,0.8333,0.6000,0.8333,0.8000,27,-3,2
20201122,27,0.4828,0.3448,0.1724,21,0.4348,0.2174,0.3478,0.4153,0.2811,0.3036,0.5283,0.2358,0.2358,0.6810,0.1412,0.1777,0.4820,0.2754,0.2426,0.8462,0.6500,0.6538,0.8000,13,1,0
20201122,21,0.4348,0.3043,0.2609,22,0.3333,0.2917,0.3750,0.4049,0.2980,0.2971,0.4813,0.2620,0.2567,0.5872,0.2513,0.1615,0.2756,0.4510,0.2733,0.7500,0.6190,0.7000,0.7143,7,-5,2
20201122,22,0.5833,0.2917,0.1250,20,0.2727,0.3636,0.3636,0.4735,0.3277,0.1989,0.6021,0.3011,0.0968,0.4404,0.3176,0.2420,0.4372,0.3045,0.2583,0.9048,0.6316,0.7143,0.6316,22,4,0
20201123,22,0.4583,0.2500,0.2917,20,0.3182,0.2727,0.4091,0.4337,0.2614,0.3050,0.5380,0.1956,0.2664,0.6627,0.0723,0.2650,0.4986,0.0985,0.4029,0.7143,0.5789,0.7619,0.7368,9,6,2
20201125,20,0.6818,0.1818,0.1364,22,0.1250,0.5417,0.3333,0.5076,0.3618,0.1307,0.6630,0.2873,0.0497,0.6817,0.1624,0.1559,0.3353,0.5474,0.1173,0.8947,0.6667,0.8421,0.4286,30,12,1
20201125,20,0.4545,0.2273,0.3182,21,0.2609,0.3478,0.3913,0.4229,0.2876,0.2896,0.5232,0.2326,0.2442,0.4067,0.2670,0.3263,0.6243,0.1002,0.2755,0.6842,0.6000,0.7895,0.6500,12,1,2
20201125,28,0.4667,0.3667,0.1667,22,0.3750,0.2500,0.3750,0.4209,0.3084,0.2709,0.5316,0.2785,0.1899,0.5479,0.2637,0.1884,0.5317,0.3072,0.1611,0.8519,0.6190,0.6296,0.7619,13,-4,0
20201126,23,0.6000,0.2000,0.2000,19,0.2857,0.2857,0.4286,0.5143,0.2429,0.2429,0.6923,0.1538,0.1538,0.6542,0.2114,0.1344,0.6851,0.2792,0.0358,0.8182,0.5556,0.8182,0.7222,22,5,0
20201128,27,0.5862,0.1724,0.2414,23,0.3600,0.2800,0.3600,0.4731,0.2262,0.3007,0.6096,0.1394,0.2510,0.7081,0.1030,0.1889,0.4766,0.0902,0.4332,0.7692,0.6364,0.8462,0.7273,21,-4,2
20201128,24,0.6154,0.2692,0.1154,22,0.3333,0.1250,0.5417,0.5786,0.1971,0.2244,0.8222,0.0830,0.0949,0.7104,0.0959,0.1937,0.6721,0.1568,0.1711,0.9130,0.4286,0.7391,0.9048,30,7,1
20201128,24,0.4231,0.4231,0.1538,22,0.2083,0.3750,0.4167,0.4199,0.3991,0.1811,0.4804,0.4323,0.0873,0.5078,0.3555,0.1367,0.6903,0.2301,0.0796,0.8696,0.5714,0.5652,0.6190,13,8,1
20201128,20,0.4545,0.3182,0.2273,25,0.3333,0.3704,0.2963,0.3754,0.3443,0.2803,0.4102,0.3590,0.2308,0.2185,0.2124,0.5691,0.2795,0.4969,0.2236,0.7895,0.7083,0.6842,0.6250,19,-4,0
20201130,22,0.3750,0.2500,0.3750,26,0.4286,0.2500,0.3214,0.3482,0.2500,0.4018,0.3506,0.1818,0.4676,0.4054,0.1622,0.4324,0.3462,0.1864,0.4675,0.6190,0.6800,0.7619,0.7600,1,-6,2
20201130,25,0.5185,0.2222,0.2593,19,0.1905,0.3810,0.4286,0.4736,0.3016,0.2249,0.6237,0.2376,0.1386,0.6212,0.2378,0.1409,0.4285,0.2629,0.3086,0.7500,0.5556,0.7917,0.6111,21,8,0
20201130,25,0.5556,0.2963,0.1481,20,0.2727,0.3182,0.4091,0.4824,0.3073,0.2104,0.6279,0.2605,0.1116,0.5333,0.3333,0.1334,0.6053,0.3301,0.0646,0.8750,0.5789,0.7083,0.6842,21,5,1
20201202,24,0.5769,0.2308,0.1923,22,0.2917,0.3333,0.3750,0.4760,0.2821,0.2420,0.6192,0.2202,0.1606,0.7096,0.1314,0.1590,0.6354,0.3032,0.0614,0.8261,0.6190,0.7826,0.6667,22,0,0
20201203,18,0.3500,0.3000,0.3500,24,0.3846,0.2692,0.3462,0.3481,0.2846,0.3673,0.3600,0.2400,0.4000,0.4314,0.3529,0.2157,0.2704,0.4141,0.3155,0.6471,0.6522,0.7059,0.7391,1,-6,2
20201205,26,0.4286,0.3929,0.1786,25,0.4444,0.3333,0.2222,0.3254,0.3631,0.3115,0.3117,0.4286,0.2598,0.6102,0.2789,0.1109,0.3179,0.4197,0.2623,0.8400,0.7917,0.6000,0.6667,14,-14,0
20201205,26,0.5000,0.2500,0.2500,24,0.3077,0.1154,0.5769,0.5385,0.1827,0.2789,0.7317,0.0732,0.1951,0.4668,0.2101,0.3231,0.7213,0.1718,0.1069,0.7600,0.3913,0.7600,0.9130,21,11,1
20201205,28,0.5667,0.1667,0.2667,27,0.4483,0.2414,0.3103,0.4385,0.2041,0.3575,0.5239,0.1199,0.3562,0.6351,0.0655,0.2995,0.7733,0.0450,0.1817,0.7407,0.6923,0.8519,0.7692,19,-9,2
20201205,21,0.4348,0.2174,0.3478,20,0.1818,0.4091,0.4091,0.4220,0.3133,0.2648,0.5389,0.2695,0.1916,0.3581,0.4605,0.1813,0.3608,0.4409,0.1984,0.6500,0.5789,0.8000,0.5789,11,8,0
20201205,22,0.4167,0.2917,0.2917,26,0.6071,0.1786,0.2143,0.3155,0.2352,0.4494,0.2804,0.1636,0.5560,0.3270,0.1282,0.5449,0.2609,0.1739,0.5652,0.7143,0.8000,0.7143,0.8400,6,-8,2
20201206,23,0.5600,0.3200,0.1200,23,0.2000,0.3600,0.4400,0.5000,0.3400,0.1600,0.6390,0.2988,0.0622,0.3867,0.4972,0.1160,0.3436,0.5699,0.0866,0.9091,0.5455,0.6818,0.6364,22,10,1
20201206,27,0.5862,0.2759,0.1379,22,0.2500,0.4167,0.3333,0.4598,0.3463,0.1940,0.5666,0.3334,0.1000,0.2997,0.4340,0.2663,0.4160,0.5084,0.0756,0.8846,0.6667,0.7308,0.5714,24,4,1
20201206,21,0.6957,0.1739,0.1304,26,0.3214,0.3929,0.2857,0.4907,0.2834,0.2259,0.6432,0.2211,0.1356,0.6332,0.1520,0.2149,0.6429,0.1429,0.2143,0.9000,0.7200,0.8500,0.6000,31,-4,0
20201207,21,0.4348,0.3478,0.2174,21,0.2609,0.3043,0.4348,0.4348,0.3261,0.2392,0.5377,0.3010,0.1613,0.3805,0.4349,0.1845,0.4746,0.4792,0.0461,0.8000,0.5500,0.6500,0.7000,19,6,2
20201209,24,0.5769,0.3077,0.1154,23,0.1200,0.5200,0.3600,0.4685,0.4139,0.1177,0.5443,0.4194,0.0363,0.4702,0.3849,0.1449,0.5166,0.3515,0.1319,0.9130,0.6364,0.6957,0.4545,23,13,1
