"skm","skv","gm","gv","idm","mv","me","md","vv","ve","vd","sg","resp"
613,2447,2,3,1,0,0,1,0,0,0,-1,v
455,1100,2,1,0,0,0,0,0,0,1,-1,m
2015,9,1,2,0,0,0,0,1,0,0,1,v
2371,1635,2,3,1,0,0,1,0,0,0,-1,v
409,2166,2,1,1,1,0,0,0,0,0,1,m
245,1308,0,4,0,0,0,0,1,0,0,4,v
1673,626,1,1,1,0,1,0,0,0,0,0,e
2717,2333,1,1,0,0,0,0,0,1,0,0,e
1860,830,1,1,0,0,0,0,0,1,0,0,e
2612,1356,1,0,1,1,0,0,0,0,0,1,m
1882,1881,1,3,0,0,0,0,1,0,0,2,v
2672,2414,0,5,0,0,0,0,1,0,0,5,v
2790,513,1,2,0,0,0,0,1,0,0,1,v
1419,1213,1,1,1,0,1,0,0,0,0,0,e
1459,2767,4,0,0,0,0,0,0,0,1,-4,m
40,90,2,1,1,1,0,0,0,0,0,1,m
2839,102,1,4,0,0,0,0,1,0,0,3,v
2329,507,4,1,0,0,0,0,0,0,1,-3,m
365,1894,1,0,1,1,0,0,0,0,0,1,m
996,1370,0,0,0,0,0,0,0,1,0,0,e
2145,1058,0,1,1,0,0,1,0,0,0,-1,v
1820,144,2,1,0,0,0,0,0,0,1,-1,m
2358,1551,3,3,1,0,1,0,0,0,0,0,e
784,2667,0,2,1,0,0,1,0,0,0,-2,v
2262,291,1,2,0,0,0,0,1,0,0,1,v
2629,2834,3,2,0,0,0,0,0,0,1,-1,m
44,236,0,4,1,0,0,1,0,0,0,-4,v
4,1847,1,0,0,0,0,0,0,0,1,-1,m
1838,714,1,1,1,0,1,0,0,0,0,0,e
1481,1448,3,2,1,1,0,0,0,0,0,1,m
2330,1989,0,1,1,0,0,1,0,0,0,-1,v
796,1465,1,5,0,0,0,0,1,0,0,4,v
704,851,2,2,0,0,0,0,0,1,0,0,e
502,931,1,2,1,0,0,1,0,0,0,-1,v
2426,2187,1,4,0,0,0,0,1,0,0,3,v
1631,405,0,3,0,0,0,0,1,0,0,3,v
2387,2042,1,1,0,0,0,0,0,1,0,0,e
1138,2086,0,2,1,0,0,1,0,0,0,-2,v
927,522,0,2,0,0,0,0,1,0,0,2,v
2602,1251,1,3,1,0,0,1,0,0,0,-2,v
1646,1715,2,1,0,0,0,0,0,0,1,-1,m
880,68,0,3,0,0,0,0,1,0,0,3,v
612,1520,4,2,0,0,0,0,0,0,1,-2,m
2617,2568,3,1,0,0,0,0,0,0,1,-2,m
2292,1211,3,1,1,1,0,0,0,0,0,2,m
763,693,2,1,0,0,0,0,0,0,1,-1,m
592,214,1,0,1,1,0,0,0,0,0,1,m
669,597,1,0,0,0,0,0,0,0,1,-1,m
642,1640,2,1,1,1,0,0,0,0,0,1,m
2005,1964,2,0,1,1,0,0,0,0,0,2,m
2676,2137,1,1,1,0,1,0,0,0,0,0,e
347,1635,3,1,1,1,0,0,0,0,0,2,m
926,1868,1,1,0,0,0,0,0,1,0,0,e
1831,189,4,1,1,1,0,0,0,0,0,3,m
2386,771,1,0,1,1,0,0,0,0,0,1,m
1116,2674,0,3,1,0,0,1,0,0,0,-3,v
2801,1874,4,4,1,0,1,0,0,0,0,0,e
1506,1758,1,1,1,0,1,0,0,0,0,0,e
648,1705,0,4,0,0,0,0,1,0,0,4,v
1645,1995,3,1,0,0,0,0,0,0,1,-2,m
2522,1331,1,2,1,0,0,1,0,0,0,-1,v
1128,2707,0,1,0,0,0,0,1,0,0,1,v
666,1946,2,1,1,1,0,0,0,0,0,1,m
1552,841,1,2,0,0,0,0,1,0,0,1,v
298,380,2,1,0,0,0,0,0,0,1,-1,m
2710,1236,0,0,0,0,0,0,0,1,0,0,e
2406,413,0,1,0,0,0,0,1,0,0,1,v
544,841,5,3,1,1,0,0,0,0,0,2,m
1901,1435,1,0,1,1,0,0,0,0,0,1,m
2723,2720,1,2,0,0,0,0,1,0,0,1,v
2172,1886,1,1,0,0,0,0,0,1,0,0,e
2512,976,0,1,1,0,0,1,0,0,0,-1,v
619,369,2,2,1,0,1,0,0,0,0,0,e
2446,1848,1,1,1,0,1,0,0,0,0,0,e
2725,2838,1,1,0,0,0,0,0,1,0,0,e
1844,1499,2,1,0,0,0,0,0,0,1,-1,m
1708,1820,2,1,1,1,0,0,0,0,0,1,m
892,370,0,0,0,0,0,0,0,1,0,0,e
1268,2583,0,0,0,0,0,0,0,1,0,0,e
467,395,2,3,1,0,0,1,0,0,0,-1,v
1465,2368,0,1,1,0,0,1,0,0,0,-1,v
1685,28,0,0,1,0,1,0,0,0,0,0,e
181,1711,4,0,1,1,0,0,0,0,0,4,m
717,2233,1,2,1,0,0,1,0,0,0,-1,v
1631,1987,1,1,1,0,1,0,0,0,0,0,e
1249,970,1,0,1,1,0,0,0,0,0,1,m
1770,1636,0,2,0,0,0,0,1,0,0,2,v
1410,2247,0,1,1,0,0,1,0,0,0,-1,v
46,1708,2,1,0,0,0,0,0,0,1,-1,m
2647,2661,0,1,1,0,0,1,0,0,0,-1,v
1791,135,1,1,1,0,1,0,0,0,0,0,e
2714,2639,1,0,1,1,0,0,0,0,0,1,m
2823,2119,0,2,1,0,0,1,0,0,0,-2,v
698,1245,1,2,1,0,0,1,0,0,0,-1,v
537,1806,2,0,0,0,0,0,0,0,1,-2,m
772,1884,0,1,1,0,0,1,0,0,0,-1,v
2139,537,1,1,0,0,0,0,0,1,0,0,e
1017,139,1,3,1,0,0,1,0,0,0,-2,v
696,2066,0,2,1,0,0,1,0,0,0,-2,v
1565,621,0,1,1,0,0,1,0,0,0,-1,v
2797,462,1,1,0,0,0,0,0,1,0,0,e
339,2622,3,0,1,1,0,0,0,0,0,3,m
806,397,3,0,0,0,0,0,0,0,1,-3,m
2785,1699,1,2,1,0,0,1,0,0,0,-1,v
399,2559,3,0,0,0,0,0,0,0,1,-3,m
2368,1465,1,0,1,1,0,0,0,0,0,1,m
2245,1760,1,1,0,0,0,0,0,1,0,0,e
785,1832,0,0,1,0,1,0,0,0,0,0,e
132,1973,0,1,1,0,0,1,0,0,0,-1,v
2569,2358,3,1,1,1,0,0,0,0,0,2,m
345,1847,0,0,0,0,0,0,0,1,0,0,e
1229,1619,4,1,0,0,0,0,0,0,1,-3,m
2536,354,2,1,0,0,0,0,0,0,1,-1,m
367,2666,0,3,0,0,0,0,1,0,0,3,v
2815,2587,6,0,1,1,0,0,0,0,0,6,m
1278,64,3,1,0,0,0,0,0,0,1,-2,m
2205,2541,1,1,0,0,0,0,0,1,0,0,e
428,130,2,0,0,0,0,0,0,0,1,-2,m
1435,1514,0,2,0,0,0,0,1,0,0,2,v
2254,138,0,1,1,0,0,1,0,0,0,-1,v
656,2417,2,2,1,0,1,0,0,0,0,0,e
1290,513,1,1,0,0,0,0,0,1,0,0,e
2092,1835,1,0,1,1,0,0,0,0,0,1,m
807,2725,0,2,0,0,0,0,1,0,0,2,v
2049,52,0,1,0,0,0,0,1,0,0,1,v
185,2705,1,1,1,0,1,0,0,0,0,0,e
81,2209,1,2,0,0,0,0,1,0,0,1,v
1451,637,1,2,1,0,0,1,0,0,0,-1,v
644,160,0,2,0,0,0,0,1,0,0,2,v
339,201,1,1,1,0,1,0,0,0,0,0,e
2743,2767,4,0,1,1,0,0,0,0,0,4,m
87,1757,1,0,1,1,0,0,0,0,0,1,m
99,1021,0,2,1,0,0,1,0,0,0,-2,v
1270,2795,2,0,1,1,0,0,0,0,0,2,m
1930,316,1,1,0,0,0,0,0,1,0,0,e
406,443,1,1,0,0,0,0,0,1,0,0,e
1949,595,0,1,1,0,0,1,0,0,0,-1,v
238,973,1,3,0,0,0,0,1,0,0,2,v
695,1202,0,0,0,0,0,0,0,1,0,0,e
2754,1473,0,2,1,0,0,1,0,0,0,-2,v
1762,547,3,2,0,0,0,0,0,0,1,-1,m
2209,2042,1,0,1,1,0,0,0,0,0,1,m
754,1532,1,2,1,0,0,1,0,0,0,-1,v
1758,2412,0,1,1,0,0,1,0,0,0,-1,v
1705,2338,4,2,1,1,0,0,0,0,0,2,m
156,2712,2,0,1,1,0,0,0,0,0,2,m
141,830,2,2,0,0,0,0,0,1,0,0,e
1370,2814,1,2,1,0,0,1,0,0,0,-1,v
931,502,1,0,1,1,0,0,0,0,0,1,m
2740,2219,1,0,0,0,0,0,0,0,1,-1,m
2026,112,3,5,0,0,0,0,1,0,0,2,v
2043,2066,2,1,0,0,0,0,0,0,1,-1,m
1413,1884,1,0,1,1,0,0,0,0,0,1,m
1086,2419,1,0,0,0,0,0,0,0,1,-1,m
302,2312,1,5,0,0,0,0,1,0,0,4,v
2401,1552,0,1,1,0,0,1,0,0,0,-1,v
952,1562,0,3,0,0,0,0,1,0,0,3,v
1383,886,1,0,0,0,0,0,0,0,1,-1,m
2013,2086,2,0,1,1,0,0,0,0,0,2,m
2806,2693,1,4,1,0,0,1,0,0,0,-3,v
1164,2153,4,0,0,0,0,0,0,0,1,-4,m
1656,1067,0,3,1,0,0,1,0,0,0,-3,v
672,2572,1,0,1,1,0,0,0,0,0,1,m
2740,430,0,0,0,0,0,0,0,1,0,0,e
634,1581,1,1,0,0,0,0,0,1,0,0,e
726,554,0,1,0,0,0,0,1,0,0,1,v
844,2644,1,0,1,1,0,0,0,0,0,1,m
1247,454,0,1,0,0,0,0,1,0,0,1,v
922,2653,2,0,0,0,0,0,0,0,1,-2,m
302,296,2,1,0,0,0,0,0,0,1,-1,m
2184,2394,1,1,1,0,1,0,0,0,0,0,e
2154,171,2,0,0,0,0,0,0,0,1,-2,m
1289,2791,1,3,0,0,0,0,1,0,0,2,v
1303,247,1,0,0,0,0,0,0,0,1,-1,m
338,1711,0,1,1,0,0,1,0,0,0,-1,v
1504,2065,2,0,1,1,0,0,0,0,0,2,m
2202,1481,1,0,1,1,0,0,0,0,0,1,m
2574,328,0,2,0,0,0,0,1,0,0,2,v
1836,2795,3,0,1,1,0,0,0,0,0,3,m
1540,848,2,1,0,0,0,0,0,0,1,-1,m
2676,957,0,0,0,0,0,0,0,1,0,0,e
123,1954,2,1,0,0,0,0,0,0,1,-1,m
312,2291,0,2,1,0,0,1,0,0,0,-2,v
1770,1481,2,2,0,0,0,0,0,1,0,0,e
428,1564,2,0,1,1,0,0,0,0,0,2,m
1898,1384,1,2,0,0,0,0,1,0,0,1,v
2205,2826,1,2,0,0,0,0,1,0,0,1,v
2150,2156,0,0,0,0,0,0,0,1,0,0,e
925,341,0,1,0,0,0,0,1,0,0,1,v
1381,2515,0,1,1,0,0,1,0,0,0,-1,v
2828,420,0,2,0,0,0,0,1,0,0,2,v
531,1258,1,0,1,1,0,0,0,0,0,1,m
87,1083,1,3,1,0,0,1,0,0,0,-2,v
2071,2423,0,2,1,0,0,1,0,0,0,-2,v
2412,395,1,1,1,0,1,0,0,0,0,0,e
1450,1973,0,0,0,0,0,0,0,1,0,0,e
449,2582,2,0,0,0,0,0,0,0,1,-2,m
87,679,2,1,0,0,0,0,0,0,1,-1,m
726,883,0,1,0,0,0,0,1,0,0,1,v
1334,1354,0,3,0,0,0,0,1,0,0,3,v
1511,1359,2,3,0,0,0,0,1,0,0,1,v
2129,2561,7,1,1,1,0,0,0,0,0,6,m
1340,2824,0,3,1,0,0,1,0,0,0,-3,v
2220,78,2,1,0,0,0,0,0,0,1,-1,m
1130,2270,2,1,1,1,0,0,0,0,0,1,m
515,2066,0,0,0,0,0,0,0,1,0,0,e
2067,1157,3,0,0,0,0,0,0,0,1,-3,m
2130,615,3,0,1,1,0,0,0,0,0,3,m
1606,395,1,4,1,0,0,1,0,0,0,-3,v
606,2700,1,0,1,1,0,0,0,0,0,1,m
1109,2356,3,1,1,1,0,0,0,0,0,2,m
683,1620,2,1,0,0,0,0,0,0,1,-1,m
2411,533,1,3,0,0,0,0,1,0,0,2,v
477,2058,5,0,1,1,0,0,0,0,0,5,m
2460,231,0,1,0,0,0,0,1,0,0,1,v
2743,1543,1,1,1,0,1,0,0,0,0,0,e
513,1289,0,3,0,0,0,0,1,0,0,3,v
1014,1271,2,0,1,1,0,0,0,0,0,2,m
2033,790,0,1,0,0,0,0,1,0,0,1,v
289,1988,5,1,0,0,0,0,0,0,1,-4,m
1943,637,2,0,0,0,0,0,0,0,1,-2,m
2705,2692,3,0,0,0,0,0,0,0,1,-3,m
2133,69,1,0,1,1,0,0,0,0,0,1,m
2803,1217,2,1,1,1,0,0,0,0,0,1,m
76,89,1,2,0,0,0,0,1,0,0,1,v
1150,2465,0,0,0,0,0,0,0,1,0,0,e
2412,2028,0,0,0,0,0,0,0,1,0,0,e
1278,1079,2,1,1,1,0,0,0,0,0,1,m
1713,2122,3,0,0,0,0,0,0,0,1,-3,m
158,430,0,1,1,0,0,1,0,0,0,-1,v
1121,1502,3,2,1,1,0,0,0,0,0,1,m
1942,523,2,1,0,0,0,0,0,0,1,-1,m
1301,2435,0,1,1,0,0,1,0,0,0,-1,v
505,2693,0,4,1,0,0,1,0,0,0,-4,v
102,960,3,0,0,0,0,0,0,0,1,-3,m
2198,1801,0,3,0,0,0,0,1,0,0,3,v
1767,157,1,5,0,0,0,0,1,0,0,4,v
418,438,1,1,1,0,1,0,0,0,0,0,e
1418,2732,1,1,0,0,0,0,0,1,0,0,e
502,201,2,2,0,0,0,0,0,1,0,0,e
1362,1860,0,3,0,0,0,0,1,0,0,3,v
421,96,3,2,0,0,0,0,0,0,1,-1,m
1357,1236,1,0,1,1,0,0,0,0,0,1,m
347,386,5,0,1,1,0,0,0,0,0,5,m
1706,691,1,0,0,0,0,0,0,0,1,-1,m
632,391,2,0,0,0,0,0,0,0,1,-2,m
1615,2342,1,2,1,0,0,1,0,0,0,-1,v
1042,1884,0,0,1,0,1,0,0,0,0,0,e
784,2667,0,2,0,0,0,0,1,0,0,2,v
2725,2330,0,2,0,0,0,0,1,0,0,2,v
2607,877,2,0,0,0,0,0,0,0,1,-2,m
2311,1058,1,0,1,1,0,0,0,0,0,1,m
2174,390,1,0,0,0,0,0,0,0,1,-1,m
2452,2820,0,2,0,0,0,0,1,0,0,2,v
620,2734,0,0,1,0,1,0,0,0,0,0,e
2311,2610,0,0,0,0,0,0,0,1,0,0,e
106,459,1,2,0,0,0,0,1,0,0,1,v
2045,1522,0,2,0,0,0,0,1,0,0,2,v
256,502,0,5,1,0,0,1,0,0,0,-5,v
1532,2766,1,2,0,0,0,0,1,0,0,1,v
1552,2727,1,1,1,0,1,0,0,0,0,0,e
1380,2522,2,0,1,1,0,0,0,0,0,2,m
1791,220,0,2,1,0,0,1,0,0,0,-2,v
739,1567,1,2,0,0,0,0,1,0,0,1,v
2843,1819,2,1,1,1,0,0,0,0,0,1,m
306,2698,0,1,1,0,0,1,0,0,0,-1,v
618,1883,4,0,1,1,0,0,0,0,0,4,m
1413,585,0,0,0,0,0,0,0,1,0,0,e
11,2653,1,1,1,0,1,0,0,0,0,0,e
2000,1701,3,1,1,1,0,0,0,0,0,2,m
1026,409,1,4,0,0,0,0,1,0,0,3,v
1523,1128,1,1,0,0,0,0,0,1,0,0,e
443,1856,1,5,0,0,0,0,1,0,0,4,v
156,1015,2,2,0,0,0,0,0,1,0,0,e
1432,789,1,0,0,0,0,0,0,0,1,-1,m
1832,1443,1,3,1,0,0,1,0,0,0,-2,v
1730,536,1,1,0,0,0,0,0,1,0,0,e
353,112,0,0,1,0,1,0,0,0,0,0,e
1713,2326,0,1,1,0,0,1,0,0,0,-1,v
1442,211,3,1,1,1,0,0,0,0,0,2,m
2203,1136,1,1,1,0,1,0,0,0,0,0,e
1890,892,0,2,0,0,0,0,1,0,0,2,v
2246,2435,1,5,1,0,0,1,0,0,0,-4,v
179,651,3,0,0,0,0,0,0,0,1,-3,m
388,2353,2,1,1,1,0,0,0,0,0,1,m
2007,2423,2,1,1,1,0,0,0,0,0,1,m
1088,2348,3,5,1,0,0,1,0,0,0,-2,v
1123,1095,1,0,1,1,0,0,0,0,0,1,m
85,2631,0,2,0,0,0,0,1,0,0,2,v
1690,1875,4,2,0,0,0,0,0,0,1,-2,m
629,467,1,0,1,1,0,0,0,0,0,1,m
2819,543,1,0,1,1,0,0,0,0,0,1,m
1843,2828,0,1,0,0,0,0,1,0,0,1,v
2568,851,0,0,0,0,0,0,0,1,0,0,e
1804,1567,4,1,0,0,0,0,0,0,1,-3,m
27,2462,3,1,1,1,0,0,0,0,0,2,m
1996,510,0,1,1,0,0,1,0,0,0,-1,v
924,334,0,1,1,0,0,1,0,0,0,-1,v
1832,1033,3,1,0,0,0,0,0,0,1,-2,m
2688,1360,1,2,1,0,0,1,0,0,0,-1,v
2043,516,0,0,0,0,0,0,0,1,0,0,e
2288,1885,0,1,0,0,0,0,1,0,0,1,v
64,693,3,0,1,1,0,0,0,0,0,3,m
835,2740,5,2,1,1,0,0,0,0,0,3,m
707,2415,4,1,0,0,0,0,0,0,1,-3,m
1809,1063,1,2,0,0,0,0,1,0,0,1,v
17,28,1,1,0,0,0,0,0,1,0,0,e
1170,2634,2,2,1,0,1,0,0,0,0,0,e
2654,344,2,2,0,0,0,0,0,1,0,0,e
1763,62,1,1,0,0,0,0,0,1,0,0,e
845,2524,2,3,1,0,0,1,0,0,0,-1,v
1109,2371,1,0,0,0,0,0,0,0,1,-1,m
215,1320,1,1,1,0,1,0,0,0,0,0,e
1833,1432,1,2,0,0,0,0,1,0,0,1,v
2781,2218,1,2,1,0,0,1,0,0,0,-1,v
1464,3,1,1,1,0,1,0,0,0,0,0,e
1730,536,1,1,1,0,1,0,0,0,0,0,e
2067,1777,3,1,1,1,0,0,0,0,0,2,m
441,445,1,2,1,0,0,1,0,0,0,-1,v
637,1658,4,0,0,0,0,0,0,0,1,-4,m
2432,2135,0,0,1,0,1,0,0,0,0,0,e
1596,2819,2,2,1,0,1,0,0,0,0,0,e
1759,118,4,0,1,1,0,0,0,0,0,4,m
687,2424,6,1,0,0,0,0,0,0,1,-5,m
1736,1418,3,1,1,1,0,0,0,0,0,2,m
1636,2202,3,4,1,0,0,1,0,0,0,-1,v
560,806,1,1,1,0,1,0,0,0,0,0,e
1768,1087,1,1,1,0,1,0,0,0,0,0,e
2767,158,2,1,1,1,0,0,0,0,0,1,m
1981,2149,4,1,0,0,0,0,0,0,1,-3,m
1199,1054,1,1,1,0,1,0,0,0,0,0,e
1346,2231,3,1,0,0,0,0,0,0,1,-2,m
614,1164,1,2,1,0,0,1,0,0,0,-1,v
1306,1647,0,0,0,0,0,0,0,1,0,0,e
931,256,4,2,0,0,0,0,0,0,1,-2,m
2148,366,1,0,0,0,0,0,0,0,1,-1,m
2605,2076,0,0,0,0,0,0,0,1,0,0,e
1570,1726,3,1,1,1,0,0,0,0,0,2,m
2454,1885,0,1,0,0,0,0,1,0,0,1,v
1525,604,1,1,1,0,1,0,0,0,0,0,e
1753,1606,0,0,1,0,1,0,0,0,0,0,e
533,2763,1,0,1,1,0,0,0,0,0,1,m
2648,2720,0,2,0,0,0,0,1,0,0,2,v
786,1225,0,0,0,0,0,0,0,1,0,0,e
2175,2262,1,0,1,1,0,0,0,0,0,1,m
377,307,0,0,0,0,0,0,0,1,0,0,e
2203,528,1,0,1,1,0,0,0,0,0,1,m
975,377,3,3,1,0,1,0,0,0,0,0,e
1401,2191,1,3,1,0,0,1,0,0,0,-2,v
1404,2007,3,2,0,0,0,0,0,0,1,-1,m
1913,1615,3,0,0,0,0,0,0,0,1,-3,m
390,502,4,2,1,1,0,0,0,0,0,2,m
2514,2513,1,2,1,0,0,1,0,0,0,-1,v
1274,1028,1,1,1,0,1,0,0,0,0,0,e
1522,1271,0,0,1,0,1,0,0,0,0,0,e
2030,1170,4,1,0,0,0,0,0,0,1,-3,m
2743,2740,2,1,1,1,0,0,0,0,0,1,m
2823,2399,2,2,0,0,0,0,0,1,0,0,e
377,307,0,0,1,0,1,0,0,0,0,0,e
1109,2170,2,0,1,1,0,0,0,0,0,2,m
2610,1164,3,0,1,1,0,0,0,0,0,3,m
2835,393,4,0,0,0,0,0,0,0,1,-4,m
2444,1833,2,0,1,1,0,0,0,0,0,2,m
1985,1521,1,1,0,0,0,0,0,1,0,0,e
2172,648,4,1,0,0,0,0,0,0,1,-3,m
2611,1268,2,0,0,0,0,0,0,0,1,-2,m
619,925,5,0,1,1,0,0,0,0,0,5,m
1791,531,0,0,1,0,1,0,0,0,0,0,e
1682,1058,0,0,0,0,0,0,0,1,0,0,e
659,600,4,3,0,0,0,0,0,0,1,-1,m
1847,2783,2,3,1,0,0,1,0,0,0,-1,v
1316,1184,0,2,0,0,0,0,1,0,0,2,v
2292,1211,0,1,0,0,0,0,1,0,0,1,v
2062,234,1,0,1,1,0,0,0,0,0,1,m
1877,2570,0,1,0,0,0,0,1,0,0,1,v
1084,2106,1,1,0,0,0,0,0,1,0,0,e
644,882,0,0,1,0,1,0,0,0,0,0,e
1251,710,1,0,1,1,0,0,0,0,0,1,m
1848,1247,3,2,1,1,0,0,0,0,0,1,m
1882,1397,2,1,0,0,0,0,0,0,1,-1,m
1690,2476,3,1,1,1,0,0,0,0,0,2,m
1590,2571,0,0,1,0,1,0,0,0,0,0,e
1171,1990,2,1,0,0,0,0,0,0,1,-1,m
1057,681,1,0,1,1,0,0,0,0,0,1,m
1063,2444,1,0,0,0,0,0,0,0,1,-1,m
447,460,3,1,0,0,0,0,0,0,1,-2,m
298,2540,2,0,1,1,0,0,0,0,0,2,m
627,778,3,1,1,1,0,0,0,0,0,2,m
653,2676,0,1,1,0,0,1,0,0,0,-1,v
2187,2409,2,1,1,1,0,0,0,0,0,1,m
1267,2515,2,1,0,0,0,0,0,0,1,-1,m
1052,1504,1,0,0,0,0,0,0,0,1,-1,m
2222,349,1,3,0,0,0,0,1,0,0,2,v
199,1405,0,0,0,0,0,0,0,1,0,0,e
2690,201,1,3,0,0,0,0,1,0,0,2,v
1996,1404,0,0,1,0,1,0,0,0,0,0,e
513,1801,1,0,1,1,0,0,0,0,0,1,m
926,1060,1,1,0,0,0,0,0,1,0,0,e
1015,1814,1,1,1,0,1,0,0,0,0,0,e
83,1996,1,2,0,0,0,0,1,0,0,1,v
290,1243,1,0,0,0,0,0,0,0,1,-1,m
197,321,2,2,0,0,0,0,0,1,0,0,e
342,1712,2,0,0,0,0,0,0,0,1,-2,m
2222,2233,0,2,0,0,0,0,1,0,0,2,v
2533,1527,7,2,0,0,0,0,0,0,1,-5,m
2092,335,2,3,0,0,0,0,1,0,0,1,v
785,792,0,1,0,0,0,0,1,0,0,1,v
2555,1730,1,0,1,1,0,0,0,0,0,1,m
6,2583,2,2,0,0,0,0,0,1,0,0,e
1730,120,0,2,0,0,0,0,1,0,0,2,v
2111,1196,0,1,1,0,0,1,0,0,0,-1,v
2184,315,0,1,1,0,0,1,0,0,0,-1,v
1430,979,4,3,0,0,0,0,0,0,1,-1,m
990,648,4,1,1,1,0,0,0,0,0,3,m
1443,81,1,1,1,0,1,0,0,0,0,0,e
172,375,1,4,0,0,0,0,1,0,0,3,v
1449,512,1,0,1,1,0,0,0,0,0,1,m
2194,2120,3,0,1,1,0,0,0,0,0,3,m
2043,1482,1,1,1,0,1,0,0,0,0,0,e
1791,135,1,1,0,0,0,0,0,1,0,0,e
770,23,0,0,0,0,0,0,0,1,0,0,e
247,2133,2,2,0,0,0,0,0,1,0,0,e
1929,1457,1,2,1,0,0,1,0,0,0,-1,v
751,731,1,0,1,1,0,0,0,0,0,1,m
1913,1924,1,0,0,0,0,0,0,0,1,-1,m
1021,2638,0,0,1,0,1,0,0,0,0,0,e
1006,818,0,8,0,0,0,0,1,0,0,8,v
1912,2148,0,0,1,0,1,0,0,0,0,0,e
2370,1642,0,0,1,0,1,0,0,0,0,0,e
882,475,2,1,1,1,0,0,0,0,0,1,m
64,2246,1,1,1,0,1,0,0,0,0,0,e
1151,759,0,1,1,0,0,1,0,0,0,-1,v
1217,1878,0,4,1,0,0,1,0,0,0,-4,v
2600,1214,1,3,1,0,0,1,0,0,0,-2,v
1501,478,0,0,1,0,1,0,0,0,0,0,e
2090,2759,0,1,0,0,0,0,1,0,0,1,v
1835,2653,0,0,1,0,1,0,0,0,0,0,e
569,1720,2,0,1,1,0,0,0,0,0,2,m
1749,1462,0,4,1,0,0,1,0,0,0,-4,v
226,673,3,1,1,1,0,0,0,0,0,2,m
664,421,0,1,0,0,0,0,1,0,0,1,v
1749,1913,0,2,1,0,0,1,0,0,0,-2,v
132,1489,2,0,0,0,0,0,0,0,1,-2,m
695,1806,2,1,0,0,0,0,0,0,1,-1,m
2361,1039,1,2,1,0,0,1,0,0,0,-1,v
33,2585,0,4,0,0,0,0,1,0,0,4,v
1883,1961,1,0,0,0,0,0,0,0,1,-1,m
15,1199,5,1,0,0,0,0,0,0,1,-4,m
1888,1294,0,0,1,0,1,0,0,0,0,0,e
1130,1116,0,2,0,0,0,0,1,0,0,2,v
2529,2659,0,1,0,0,0,0,1,0,0,1,v
1196,1644,1,5,1,0,0,1,0,0,0,-4,v
2520,1438,2,2,0,0,0,0,0,1,0,0,e
104,2133,0,0,0,0,0,0,0,1,0,0,e
353,2476,5,4,0,0,0,0,0,0,1,-1,m
986,411,6,0,0,0,0,0,0,0,1,-6,m
1687,1018,0,2,0,0,0,0,1,0,0,2,v
1375,1522,0,1,1,0,0,1,0,0,0,-1,v
1657,2165,1,0,0,0,0,0,0,0,1,-1,m
1189,1664,0,1,1,0,0,1,0,0,0,-1,v
430,1545,0,1,0,0,0,0,1,0,0,1,v
730,2643,4,0,1,1,0,0,0,0,0,4,m
2346,1497,0,1,0,0,0,0,1,0,0,1,v
653,2676,0,1,0,0,0,0,1,0,0,1,v
2622,2690,2,1,1,1,0,0,0,0,0,1,m
2667,1644,0,0,1,0,1,0,0,0,0,0,e
666,2245,4,0,1,1,0,0,0,0,0,4,m
1666,515,1,1,0,0,0,0,0,1,0,0,e
1306,1221,2,2,0,0,0,0,0,1,0,0,e
1878,887,1,1,1,0,1,0,0,0,0,0,e
2580,1886,3,2,1,1,0,0,0,0,0,1,m
1580,197,3,0,1,1,0,0,0,0,0,3,m
2667,1395,0,0,0,0,0,0,0,1,0,0,e
976,1346,1,0,1,1,0,0,0,0,0,1,m
810,421,4,0,1,1,0,0,0,0,0,4,m
2014,613,1,1,1,0,1,0,0,0,0,0,e
2601,1124,4,0,0,0,0,0,0,0,1,-4,m
428,2345,1,0,0,0,0,0,0,0,1,-1,m
1816,1248,0,1,1,0,0,1,0,0,0,-1,v
2737,593,1,2,0,0,0,0,1,0,0,1,v
2079,2298,1,5,1,0,0,1,0,0,0,-4,v
2802,2470,3,0,0,0,0,0,0,0,1,-3,m
657,156,0,3,0,0,0,0,1,0,0,3,v
1119,2230,2,2,1,0,1,0,0,0,0,0,e
1666,1482,2,1,0,0,0,0,0,0,1,-1,m
350,623,3,2,1,1,0,0,0,0,0,1,m
505,258,0,3,1,0,0,1,0,0,0,-3,v
1060,931,0,5,0,0,0,0,1,0,0,5,v
155,706,1,1,1,0,1,0,0,0,0,0,e
592,605,0,0,0,0,0,0,0,1,0,0,e
1349,1614,2,2,0,0,0,0,0,1,0,0,e
151,1205,1,1,0,0,0,0,0,1,0,0,e
1405,1623,1,0,0,0,0,0,0,0,1,-1,m
1650,2056,0,4,0,0,0,0,1,0,0,4,v
782,334,0,3,0,0,0,0,1,0,0,3,v
1306,1823,3,1,0,0,0,0,0,0,1,-2,m
2795,1331,2,3,0,0,0,0,1,0,0,1,v
2448,2693,0,1,0,0,0,0,1,0,0,1,v
2698,539,2,1,1,1,0,0,0,0,0,1,m
2030,328,2,2,1,0,1,0,0,0,0,0,e
827,509,1,2,1,0,0,1,0,0,0,-1,v
826,160,1,0,1,1,0,0,0,0,0,1,m
2447,706,0,0,1,0,1,0,0,0,0,0,e
364,1684,0,1,0,0,0,0,1,0,0,1,v
