"skm","skv","gm","gv","idm","mv","me","md","vv","ve","vd","sg","resp"
1265,411,0,2,1,0,0,1,0,0,0,-2,v
409,1498,0,2,1,0,0,1,0,0,0,-2,v
1770,2745,1,1,0,0,0,0,0,1,0,0,e
513,1289,0,0,1,0,1,0,0,0,0,0,e
1040,618,2,1,1,1,0,0,0,0,0,1,m
1084,1550,0,0,1,0,1,0,0,0,0,0,e
1883,390,1,1,1,0,1,0,0,0,0,0,e
2571,2609,3,1,1,1,0,0,0,0,0,2,m
1825,297,1,0,1,1,0,0,0,0,0,1,m
2037,586,0,2,0,0,0,0,1,0,0,2,v
187,713,2,0,0,0,0,0,0,0,1,-2,m
1927,1823,3,1,1,1,0,0,0,0,0,2,m
714,1750,0,1,0,0,0,0,1,0,0,1,v
825,462,4,0,0,0,0,0,0,0,1,-4,m
40,1214,1,0,0,0,0,0,0,0,1,-1,m
1289,2235,3,2,0,0,0,0,0,0,1,-1,m
1288,1708,0,1,0,0,0,0,1,0,0,1,v
460,226,0,2,1,0,0,1,0,0,0,-2,v
2767,835,1,2,0,0,0,0,1,0,0,1,v
886,598,1,1,1,0,1,0,0,0,0,0,e
1455,2801,1,3,1,0,0,1,0,0,0,-2,v
2476,335,3,0,1,1,0,0,0,0,0,3,m
1923,711,0,1,1,0,0,1,0,0,0,-1,v
1344,138,0,0,0,0,0,0,0,1,0,0,e
2839,130,0,1,0,0,0,0,1,0,0,1,v
2333,1762,0,4,1,0,0,1,0,0,0,-4,v
146,658,2,0,0,0,0,0,0,0,1,-2,m
1014,784,3,1,0,0,0,0,0,0,1,-2,m
1212,777,0,2,1,0,0,1,0,0,0,-2,v
1424,85,1,0,0,0,0,0,0,0,1,-1,m
2411,533,1,3,1,0,0,1,0,0,0,-2,v
2610,2568,3,0,0,0,0,0,0,0,1,-3,m
33,2585,0,4,1,0,0,1,0,0,0,-4,v
2274,1148,1,1,0,0,0,0,0,1,0,0,e
2137,809,2,1,0,0,0,0,0,0,1,-1,m
740,2700,2,2,1,0,1,0,0,0,0,0,e
1477,1255,2,0,0,0,0,0,0,0,1,-2,m
2764,1039,2,3,1,0,0,1,0,0,0,-1,v
1139,2605,1,2,0,0,0,0,1,0,0,1,v
1400,2081,2,0,1,1,0,0,0,0,0,2,m
2231,2198,2,3,1,0,0,1,0,0,0,-1,v
1525,1981,1,0,1,1,0,0,0,0,0,1,m
903,593,3,3,1,0,1,0,0,0,0,0,e
2522,2795,3,0,0,0,0,0,0,0,1,-3,m
2371,2082,0,0,0,0,0,0,0,1,0,0,e
1753,2784,2,1,0,0,0,0,0,0,1,-1,m
1023,1844,4,1,1,1,0,0,0,0,0,3,m
2122,1546,0,6,1,0,0,1,0,0,0,-6,v
1040,2158,3,3,0,0,0,0,0,1,0,0,e
532,2843,1,0,1,1,0,0,0,0,0,1,m
634,2428,3,2,0,0,0,0,0,0,1,-1,m
258,885,5,1,1,1,0,0,0,0,0,4,m
2841,2461,2,1,0,0,0,0,0,0,1,-1,m
1274,1129,4,0,1,1,0,0,0,0,0,4,m
715,1833,0,0,1,0,1,0,0,0,0,0,e
1644,784,4,1,1,1,0,0,0,0,0,3,m
1580,2344,1,0,1,1,0,0,0,0,0,1,m
2524,2045,2,0,1,1,0,0,0,0,0,2,m
1931,1916,1,0,1,1,0,0,0,0,0,1,m
1583,247,1,1,0,0,0,0,0,1,0,0,e
1881,1814,1,1,0,0,0,0,0,1,0,0,e
2748,2530,3,4,0,0,0,0,1,0,0,1,v
1267,1292,0,1,0,0,0,0,1,0,0,1,v
2251,1274,2,2,0,0,0,0,0,1,0,0,e
2560,2005,1,3,0,0,0,0,1,0,0,2,v
1086,1750,3,0,1,1,0,0,0,0,0,3,m
2355,989,1,2,1,0,0,1,0,0,0,-1,v
2172,1213,0,3,1,0,0,1,0,0,0,-3,v
2548,757,0,2,0,0,0,0,1,0,0,2,v
1703,1059,2,0,1,1,0,0,0,0,0,2,m
1937,2037,1,0,1,1,0,0,0,0,0,1,m
505,792,3,1,0,0,0,0,0,0,1,-2,m
1860,1362,3,1,1,1,0,0,0,0,0,2,m
2057,2716,3,0,1,1,0,0,0,0,0,3,m
289,2781,1,0,0,0,0,0,0,0,1,-1,m
1954,713,0,0,0,0,0,0,0,1,0,0,e
2294,1881,1,3,1,0,0,1,0,0,0,-2,v
1506,1753,3,1,1,1,0,0,0,0,0,2,m
2111,2514,4,0,0,0,0,0,0,0,1,-4,m
848,1274,0,2,0,0,0,0,1,0,0,2,v
1456,332,4,1,0,0,0,0,0,0,1,-3,m
2161,2803,1,0,1,1,0,0,0,0,0,1,m
1954,1938,1,0,0,0,0,0,0,0,1,-1,m
2247,2834,2,2,0,0,0,0,0,1,0,0,e
1063,800,1,0,1,1,0,0,0,0,0,1,m
667,1526,4,0,1,1,0,0,0,0,0,4,m
2209,1356,3,2,1,1,0,0,0,0,0,1,m
125,995,1,2,1,0,0,1,0,0,0,-1,v
566,197,1,0,0,0,0,0,0,0,1,-1,m
1551,1165,0,1,1,0,0,1,0,0,0,-1,v
902,1223,0,0,0,0,0,0,0,1,0,0,e
2779,2362,2,3,1,0,0,1,0,0,0,-1,v
366,1223,1,1,1,0,1,0,0,0,0,0,e
2412,1543,1,3,0,0,0,0,1,0,0,2,v
2777,2275,1,0,1,1,0,0,0,0,0,1,m
474,1539,1,2,1,0,0,1,0,0,0,-1,v
2140,2578,1,0,0,0,0,0,0,0,1,-1,m
1271,2840,6,0,0,0,0,0,0,0,1,-6,m
1802,378,3,1,0,0,0,0,0,0,1,-2,m
2643,1499,0,1,0,0,0,0,1,0,0,1,v
72,1269,1,2,1,0,0,1,0,0,0,-1,v
1278,295,1,1,1,0,1,0,0,0,0,0,e
2346,2010,1,2,0,0,0,0,1,0,0,1,v
2304,1424,0,2,1,0,0,1,0,0,0,-2,v
2815,733,3,1,1,1,0,0,0,0,0,2,m
593,684,3,0,1,1,0,0,0,0,0,3,m
784,2513,4,3,1,1,0,0,0,0,0,1,m
514,2705,1,1,1,0,1,0,0,0,0,0,e
2733,2793,0,1,0,0,0,0,1,0,0,1,v
2686,601,0,0,1,0,1,0,0,0,0,0,e
366,2542,1,1,1,0,1,0,0,0,0,0,e
2066,684,4,0,1,1,0,0,0,0,0,4,m
298,1950,0,0,0,0,0,0,0,1,0,0,e
30,1888,2,0,1,1,0,0,0,0,0,2,m
1171,1470,0,0,0,0,0,0,0,1,0,0,e
1058,2065,3,0,1,1,0,0,0,0,0,3,m
500,1961,1,0,1,1,0,0,0,0,0,1,m
2714,1122,1,1,0,0,0,0,0,1,0,0,e
2118,1383,0,0,1,0,1,0,0,0,0,0,e
298,853,1,2,1,0,0,1,0,0,0,-1,v
2816,2835,4,1,0,0,0,0,0,0,1,-3,m
1374,1844,0,4,0,0,0,0,1,0,0,4,v
1703,370,3,1,1,1,0,0,0,0,0,2,m
1973,1650,4,0,1,1,0,0,0,0,0,4,m
622,200,1,2,0,0,0,0,1,0,0,1,v
2083,2378,1,4,0,0,0,0,1,0,0,3,v
97,73,0,1,1,0,0,1,0,0,0,-1,v
1879,657,2,0,1,1,0,0,0,0,0,2,m
2615,315,5,0,0,0,0,0,0,0,1,-5,m
76,252,1,0,1,1,0,0,0,0,0,1,m
1318,2709,1,1,0,0,0,0,0,1,0,0,e
1254,1821,0,0,1,0,1,0,0,0,0,0,e
1506,2784,2,0,0,0,0,0,0,0,1,-2,m
592,1250,0,1,0,0,0,0,1,0,0,1,v
1724,2769,2,1,1,1,0,0,0,0,0,1,m
541,2533,0,0,1,0,1,0,0,0,0,0,e
2000,2825,0,2,0,0,0,0,1,0,0,2,v
2056,1437,1,1,0,0,0,0,0,1,0,0,e
2292,1211,3,1,0,0,0,0,0,0,1,-2,m
527,446,4,2,1,1,0,0,0,0,0,2,m
1517,1410,2,2,1,0,1,0,0,0,0,0,e
2189,354,0,1,0,0,0,0,1,0,0,1,v
1562,524,3,1,1,1,0,0,0,0,0,2,m
1895,667,1,0,1,1,0,0,0,0,0,1,m
510,2423,0,1,1,0,0,1,0,0,0,-1,v
730,1499,2,0,0,0,0,0,0,0,1,-2,m
2294,1881,1,3,0,0,0,0,1,0,0,2,v
1514,306,2,1,1,1,0,0,0,0,0,1,m
430,2533,0,1,1,0,0,1,0,0,0,-1,v
1463,1069,0,3,0,0,0,0,1,0,0,3,v
1441,563,0,2,1,0,0,1,0,0,0,-2,v
770,1138,0,1,1,0,0,1,0,0,0,-1,v
681,2465,0,2,0,0,0,0,1,0,0,2,v
2483,2541,1,2,0,0,0,0,1,0,0,1,v
2556,1616,1,2,1,0,0,1,0,0,0,-1,v
604,1582,0,0,1,0,1,0,0,0,0,0,e
1465,1088,1,2,1,0,0,1,0,0,0,-1,v
1832,328,0,2,0,0,0,0,1,0,0,2,v
1990,268,4,0,0,0,0,0,0,0,1,-4,m
1674,1809,1,1,1,0,1,0,0,0,0,0,e
1450,358,2,1,1,1,0,0,0,0,0,1,m
758,1590,1,0,0,0,0,0,0,0,1,-1,m
658,220,1,1,1,0,1,0,0,0,0,0,e
1504,2139,0,0,1,0,1,0,0,0,0,0,e
46,1888,4,1,0,0,0,0,0,0,1,-3,m
629,1987,3,2,0,0,0,0,0,0,1,-1,m
2068,133,5,3,1,1,0,0,0,0,0,2,m
258,1832,4,0,1,1,0,0,0,0,0,4,m
1594,1654,2,2,1,0,1,0,0,0,0,0,e
2318,1079,1,0,0,0,0,0,0,0,1,-1,m
1277,595,3,2,1,1,0,0,0,0,0,1,m
2086,507,0,5,0,0,0,0,1,0,0,5,v
1890,370,1,1,0,0,0,0,0,1,0,0,e
804,345,0,3,0,0,0,0,1,0,0,3,v
1148,1785,1,2,0,0,0,0,1,0,0,1,v
874,1571,5,0,1,1,0,0,0,0,0,5,m
2028,1966,0,3,0,0,0,0,1,0,0,3,v
968,2768,1,4,1,0,0,1,0,0,0,-3,v
2343,380,2,0,1,1,0,0,0,0,0,2,m
1615,1174,1,3,0,0,0,0,1,0,0,2,v
1271,2513,0,2,1,0,0,1,0,0,0,-2,v
2591,2679,1,1,1,0,1,0,0,0,0,0,e
2174,887,2,1,0,0,0,0,0,0,1,-1,m
1123,1847,1,1,1,0,1,0,0,0,0,0,e
961,4,5,0,0,0,0,0,0,0,1,-5,m
731,1743,1,0,1,1,0,0,0,0,0,1,m
513,2179,2,0,1,1,0,0,0,0,0,2,m
2589,1849,0,0,0,0,0,0,0,1,0,0,e
1332,2601,0,2,1,0,0,1,0,0,0,-2,v
1015,1814,1,1,0,0,0,0,0,1,0,0,e
1964,1526,0,0,1,0,1,0,0,0,0,0,e
1450,2329,2,1,1,1,0,0,0,0,0,1,m
18,1786,0,3,1,0,0,1,0,0,0,-3,v
1726,2111,1,0,1,1,0,0,0,0,0,1,m
1624,2046,1,0,0,0,0,0,0,0,1,-1,m
429,1752,1,0,1,1,0,0,0,0,0,1,m
218,2145,2,0,0,0,0,0,0,0,1,-2,m
1635,2371,5,0,0,0,0,0,0,0,1,-5,m
740,929,3,7,1,0,0,1,0,0,0,-4,v
1106,2330,3,1,0,0,0,0,0,0,1,-2,m
2067,1157,3,0,1,1,0,0,0,0,0,3,m
2230,2781,1,2,1,0,0,1,0,0,0,-1,v
1501,564,1,0,0,0,0,0,0,0,1,-1,m
2533,2740,2,0,0,0,0,0,0,0,1,-2,m
2273,1769,0,2,1,0,0,1,0,0,0,-2,v
856,1836,2,1,0,0,0,0,0,0,1,-1,m
2524,2626,0,1,0,0,0,0,1,0,0,1,v
2213,67,5,1,0,0,0,0,0,0,1,-4,m
1539,2448,2,0,0,0,0,0,0,0,1,-2,m
2524,1626,1,3,0,0,0,0,1,0,0,2,v
1521,1527,2,1,1,1,0,0,0,0,0,1,m
2532,111,2,0,1,1,0,0,0,0,0,2,m
39,1583,3,0,1,1,0,0,0,0,0,3,m
2291,2312,0,2,1,0,0,1,0,0,0,-2,v
1726,2045,2,1,0,0,0,0,0,0,1,-1,m
1577,2620,0,2,0,0,0,0,1,0,0,2,v
1456,563,1,0,0,0,0,0,0,0,1,-1,m
2157,2006,2,1,1,1,0,0,0,0,0,1,m
1748,1540,1,1,1,0,1,0,0,0,0,0,e
352,648,1,0,1,1,0,0,0,0,0,1,m
1138,2013,2,2,1,0,1,0,0,0,0,0,e
1190,203,2,2,1,0,1,0,0,0,0,0,e
1722,1720,5,2,1,1,0,0,0,0,0,3,m
96,1894,0,0,0,0,0,0,0,1,0,0,e
1145,1743,3,2,1,1,0,0,0,0,0,1,m
1568,1814,2,1,1,1,0,0,0,0,0,1,m
2335,9,3,1,0,0,0,0,0,0,1,-2,m
2311,1682,1,1,0,0,0,0,0,1,0,0,e
2466,1878,0,2,1,0,0,1,0,0,0,-2,v
860,1245,3,0,1,1,0,0,0,0,0,3,m
326,1116,0,4,0,0,0,0,1,0,0,4,v
1963,298,1,0,0,0,0,0,0,0,1,-1,m
1010,1816,3,0,0,0,0,0,0,0,1,-3,m
2331,1653,2,0,0,0,0,0,0,0,1,-2,m
1506,1966,3,0,0,0,0,0,0,0,1,-3,m
2393,1943,2,1,1,1,0,0,0,0,0,1,m
2189,455,0,5,1,0,0,1,0,0,0,-5,v
1268,2684,0,0,1,0,1,0,0,0,0,0,e
2159,1251,1,3,0,0,0,0,1,0,0,2,v
658,1946,2,1,0,0,0,0,0,0,1,-1,m
2521,449,2,0,0,0,0,0,0,0,1,-2,m
1916,2070,5,0,1,1,0,0,0,0,0,5,m
1976,1342,1,0,0,0,0,0,0,0,1,-1,m
692,2772,0,0,0,0,0,0,0,1,0,0,e
1055,1709,1,0,1,1,0,0,0,0,0,1,m
1052,2065,2,0,0,0,0,0,0,0,1,-2,m
2610,605,2,1,1,1,0,0,0,0,0,1,m
768,158,2,4,0,0,0,0,1,0,0,2,v
2032,2700,1,1,0,0,0,0,0,1,0,0,e
925,1016,1,0,0,0,0,0,0,0,1,-1,m
1879,1882,2,1,0,0,0,0,0,0,1,-1,m
2198,1159,0,0,0,0,0,0,0,1,0,0,e
1447,2303,1,1,1,0,1,0,0,0,0,0,e
2391,18,1,1,1,0,1,0,0,0,0,0,e
2130,1791,1,0,1,1,0,0,0,0,0,1,m
46,1399,3,1,0,0,0,0,0,0,1,-2,m
2217,2420,0,0,0,0,0,0,0,1,0,0,e
2020,2706,0,1,1,0,0,1,0,0,0,-1,v
1876,1890,0,2,0,0,0,0,1,0,0,2,v
1940,1415,1,1,1,0,1,0,0,0,0,0,e
1523,411,1,4,1,0,0,1,0,0,0,-3,v
1122,2252,1,3,0,0,0,0,1,0,0,2,v
93,1484,2,2,1,0,1,0,0,0,0,0,e
2527,2338,0,0,1,0,1,0,0,0,0,0,e
107,363,2,1,1,1,0,0,0,0,0,1,m
2604,137,1,1,1,0,1,0,0,0,0,0,e
743,842,1,2,0,0,0,0,1,0,0,1,v
228,208,4,0,0,0,0,0,0,0,1,-4,m
1176,1002,3,2,0,0,0,0,0,0,1,-1,m
1442,1387,0,1,1,0,0,1,0,0,0,-1,v
2086,1138,0,0,1,0,1,0,0,0,0,0,e
1697,219,2,2,0,0,0,0,0,1,0,0,e
2066,903,3,2,0,0,0,0,0,0,1,-1,m
1804,1614,3,0,0,0,0,0,0,0,1,-3,m
2604,705,2,1,1,1,0,0,0,0,0,1,m
2158,695,2,1,0,0,0,0,0,0,1,-1,m
2843,512,1,0,0,0,0,0,0,0,1,-1,m
502,1883,0,2,1,0,0,1,0,0,0,-2,v
2163,2032,1,0,1,1,0,0,0,0,0,1,m
440,925,0,1,0,0,0,0,1,0,0,1,v
2291,312,1,2,1,0,0,1,0,0,0,-1,v
1847,2143,2,1,0,0,0,0,0,0,1,-1,m
1419,1259,1,1,1,0,1,0,0,0,0,0,e
1387,792,0,1,0,0,0,0,1,0,0,1,v
1437,132,1,3,0,0,0,0,1,0,0,2,v
1192,1531,4,4,0,0,0,0,0,1,0,0,e
2365,1418,0,4,1,0,0,1,0,0,0,-4,v
1810,160,1,2,1,0,0,1,0,0,0,-1,v
2551,1730,2,1,1,1,0,0,0,0,0,1,m
135,1703,2,0,1,1,0,0,0,0,0,2,m
1635,1360,2,2,0,0,0,0,0,1,0,0,e
1054,952,1,1,0,0,0,0,0,1,0,0,e
2667,2514,0,0,1,0,1,0,0,0,0,0,e
1988,2218,1,1,1,0,1,0,0,0,0,0,e
1199,1945,0,1,1,0,0,1,0,0,0,-1,v
238,2249,2,1,1,1,0,0,0,0,0,1,m
2775,2406,4,0,0,0,0,0,0,0,1,-4,m
1056,771,0,0,1,0,1,0,0,0,0,0,e
2444,789,1,0,1,1,0,0,0,0,0,1,m
2538,441,0,4,1,0,0,1,0,0,0,-4,v
1258,307,2,3,0,0,0,0,1,0,0,1,v
684,364,0,0,1,0,1,0,0,0,0,0,e
1440,2691,1,0,0,0,0,0,0,0,1,-1,m
849,1117,0,1,1,0,0,1,0,0,0,-1,v
2162,118,0,0,1,0,1,0,0,0,0,0,e
1631,1178,0,3,1,0,0,1,0,0,0,-3,v
2415,2417,0,0,1,0,1,0,0,0,0,0,e
310,2574,1,1,1,0,1,0,0,0,0,0,e
1133,699,2,0,0,0,0,0,0,0,1,-2,m
585,1697,2,0,1,1,0,0,0,0,0,2,m
2045,2111,4,1,1,1,0,0,0,0,0,3,m
2004,2320,0,0,1,0,1,0,0,0,0,0,e
226,2358,2,1,1,1,0,0,0,0,0,1,m
1396,1447,2,1,1,1,0,0,0,0,0,1,m
1126,252,0,3,0,0,0,0,1,0,0,3,v
1791,1703,0,1,0,0,0,0,1,0,0,1,v
930,833,1,1,0,0,0,0,0,1,0,0,e
173,2321,0,4,1,0,0,1,0,0,0,-4,v
569,596,2,1,0,0,0,0,0,0,1,-1,m
754,2844,1,1,0,0,0,0,0,1,0,0,e
24,1042,2,1,1,1,0,0,0,0,0,1,m
1624,900,1,1,1,0,1,0,0,0,0,0,e
1665,1591,1,0,1,1,0,0,0,0,0,1,m
1791,649,0,0,1,0,1,0,0,0,0,0,e
2145,2092,0,2,0,0,0,0,1,0,0,2,v
1470,1535,4,0,1,1,0,0,0,0,0,4,m
1996,2692,2,2,1,0,1,0,0,0,0,0,e
1384,664,4,1,0,0,0,0,0,0,1,-3,m
2634,1832,3,2,1,1,0,0,0,0,0,1,m
990,2527,1,2,0,0,0,0,1,0,0,1,v
1700,273,1,0,0,0,0,0,0,0,1,-1,m
128,1819,2,1,0,0,0,0,0,0,1,-1,m
2802,1517,2,1,0,0,0,0,0,0,1,-1,m
219,24,5,1,1,1,0,0,0,0,0,4,m
467,1506,4,0,1,1,0,0,0,0,0,4,m
1076,1326,0,1,0,0,0,0,1,0,0,1,v
377,1258,0,1,1,0,0,1,0,0,0,-1,v
1879,2294,1,0,0,0,0,0,0,0,1,-1,m
2610,2153,1,1,1,0,1,0,0,0,0,0,e
1187,1497,2,3,0,0,0,0,1,0,0,1,v
147,1594,0,1,0,0,0,0,1,0,0,1,v
2558,380,1,2,0,0,0,0,1,0,0,1,v
1523,709,2,3,1,0,0,1,0,0,0,-1,v
1431,1545,3,2,1,1,0,0,0,0,0,1,m
1838,2589,1,1,0,0,0,0,0,1,0,0,e
1506,395,0,3,0,0,0,0,1,0,0,3,v
1900,515,2,1,1,1,0,0,0,0,0,1,m
378,2727,1,1,1,0,1,0,0,0,0,0,e
2758,930,1,2,0,0,0,0,1,0,0,1,v
1838,1849,4,1,0,0,0,0,0,0,1,-3,m
516,703,1,2,0,0,0,0,1,0,0,1,v
247,299,3,1,1,1,0,0,0,0,0,2,m
2801,426,2,4,0,0,0,0,1,0,0,2,v
1814,2294,2,0,1,1,0,0,0,0,0,2,m
2698,601,0,0,0,0,0,0,0,1,0,0,e
2690,602,1,2,0,0,0,0,1,0,0,1,v
559,1807,1,0,1,1,0,0,0,0,0,1,m
836,682,0,1,1,0,0,1,0,0,0,-1,v
613,263,2,2,1,0,1,0,0,0,0,0,e
2504,200,0,3,1,0,0,1,0,0,0,-3,v
1996,2395,3,1,0,0,0,0,0,0,1,-2,m
1931,1624,0,0,1,0,1,0,0,0,0,0,e
2273,2014,1,1,1,0,1,0,0,0,0,0,e
1290,2231,2,0,1,1,0,0,0,0,0,2,m
1286,1871,1,0,0,0,0,0,0,0,1,-1,m
715,2444,0,2,1,0,0,1,0,0,0,-2,v
2399,971,0,1,1,0,0,1,0,0,0,-1,v
18,1109,1,3,0,0,0,0,1,0,0,2,v
945,2204,0,1,1,0,0,1,0,0,0,-1,v
2254,1521,1,2,0,0,0,0,1,0,0,1,v
1163,1617,3,0,1,1,0,0,0,0,0,3,m
2638,474,0,0,0,0,0,0,0,1,0,0,e
893,305,0,1,1,0,0,1,0,0,0,-1,v
1204,201,1,0,1,1,0,0,0,0,0,1,m
2759,1462,1,2,1,0,0,1,0,0,0,-1,v
1867,1984,0,1,1,0,0,1,0,0,0,-1,v
1027,1135,1,3,1,0,0,1,0,0,0,-2,v
1253,193,1,4,0,0,0,0,1,0,0,3,v
685,1153,1,0,1,1,0,0,0,0,0,1,m
2531,1289,2,1,0,0,0,0,0,0,1,-1,m
1332,1448,2,1,0,0,0,0,0,0,1,-1,m
11,2653,1,1,0,0,0,0,0,1,0,0,e
1530,474,1,2,1,0,0,1,0,0,0,-1,v
2131,238,1,3,1,0,0,1,0,0,0,-2,v
2279,1808,3,1,0,0,0,0,0,0,1,-2,m
789,212,2,2,1,0,1,0,0,0,0,0,e
2158,390,0,0,0,0,0,0,0,1,0,0,e
1007,1118,1,0,1,1,0,0,0,0,0,1,m
2602,1928,5,5,0,0,0,0,0,1,0,0,e
1018,234,1,1,0,0,0,0,0,1,0,0,e
2067,1359,2,1,0,0,0,0,0,0,1,-1,m
860,1523,4,0,1,1,0,0,0,0,0,4,m
1523,1265,0,2,0,0,0,0,1,0,0,2,v
433,1813,6,1,0,0,0,0,0,0,1,-5,m
2311,1018,1,0,0,0,0,0,0,0,1,-1,m
662,2572,2,1,0,0,0,0,0,0,1,-1,m
1289,2235,3,2,1,1,0,0,0,0,0,1,m
1249,836,3,0,1,1,0,0,0,0,0,3,m
2801,1670,2,0,0,0,0,0,0,0,1,-2,m
2356,2371,2,0,0,0,0,0,0,0,1,-2,m
1174,736,2,1,1,1,0,0,0,0,0,1,m
288,1574,1,2,0,0,0,0,1,0,0,1,v
2288,1885,0,1,1,0,0,1,0,0,0,-1,v
1684,1962,2,1,1,1,0,0,0,0,0,1,m
531,220,0,0,0,0,0,0,0,1,0,0,e
1617,553,2,2,0,0,0,0,0,1,0,0,e
2142,2371,2,2,0,0,0,0,0,1,0,0,e
2527,448,2,3,0,0,0,0,1,0,0,1,v
1216,606,0,1,0,0,0,0,1,0,0,1,v
1332,1448,2,1,1,1,0,0,0,0,0,1,m
1399,1815,4,0,1,1,0,0,0,0,0,4,m
1035,1018,2,3,0,0,0,0,1,0,0,1,v
2512,1691,3,0,0,0,0,0,0,0,1,-3,m
2145,112,1,3,0,0,0,0,1,0,0,2,v
1265,1128,2,1,0,0,0,0,0,0,1,-1,m
2219,2533,1,3,1,0,0,1,0,0,0,-2,v
417,1489,3,2,1,1,0,0,0,0,0,1,m
2791,2531,1,1,1,0,1,0,0,0,0,0,e
418,1260,1,0,1,1,0,0,0,0,0,1,m
893,2172,1,1,1,0,1,0,0,0,0,0,e
2401,643,1,0,0,0,0,0,0,0,1,-1,m
878,2547,1,1,1,0,1,0,0,0,0,0,e
1875,1062,2,0,0,0,0,0,0,0,1,-2,m
321,197,1,3,0,0,0,0,1,0,0,2,v
2684,6,2,1,0,0,0,0,0,0,1,-1,m
1726,2513,0,1,1,0,0,1,0,0,0,-1,v
320,1170,2,0,1,1,0,0,0,0,0,2,m
2513,1196,0,0,0,0,0,0,0,1,0,0,e
1666,684,1,2,0,0,0,0,1,0,0,1,v
1396,187,2,2,1,0,1,0,0,0,0,0,e
1249,2419,3,3,0,0,0,0,0,1,0,0,e
2524,2111,4,1,0,0,0,0,0,0,1,-3,m
2183,27,1,2,1,0,0,1,0,0,0,-1,v
1401,2147,3,2,0,0,0,0,0,0,1,-1,m
656,1278,2,0,1,1,0,0,0,0,0,2,m
209,1709,0,1,1,0,0,1,0,0,0,-1,v
1489,2042,0,3,0,0,0,0,1,0,0,3,v
1178,2221,2,0,1,1,0,0,0,0,0,2,m
2544,1162,1,2,1,0,0,1,0,0,0,-1,v
502,2700,1,0,1,1,0,0,0,0,0,1,m
1444,941,4,1,1,1,0,0,0,0,0,3,m
2328,2330,0,0,0,0,0,0,0,1,0,0,e
1055,2006,1,1,1,0,1,0,0,0,0,0,e
2153,670,2,0,0,0,0,0,0,0,1,-2,m
744,1628,3,1,0,0,0,0,0,0,1,-2,m
153,84,2,3,0,0,0,0,1,0,0,1,v
202,2799,2,1,0,0,0,0,0,0,1,-1,m
2443,1064,1,1,0,0,0,0,0,1,0,0,e
2820,1292,3,0,1,1,0,0,0,0,0,3,m
694,2702,1,2,1,0,0,1,0,0,0,-1,v
1635,2170,5,0,0,0,0,0,0,0,1,-5,m
2202,1481,1,0,0,0,0,0,0,0,1,-1,m
2613,2618,2,0,1,1,0,0,0,0,0,2,m
2003,2008,2,5,1,0,0,1,0,0,0,-3,v
1680,1151,1,2,0,0,0,0,1,0,0,1,v
1810,1869,0,4,1,0,0,1,0,0,0,-4,v
1703,649,1,1,1,0,1,0,0,0,0,0,e
1317,2792,5,0,0,0,0,0,0,0,1,-5,m
89,74,2,2,0,0,0,0,0,1,0,0,e
2577,1938,1,2,1,0,0,1,0,0,0,-1,v
1392,1849,1,0,0,0,0,0,0,0,1,-1,m
1450,132,1,2,1,0,0,1,0,0,0,-1,v
851,2570,2,1,0,0,0,0,0,0,1,-1,m
2466,353,1,1,1,0,1,0,0,0,0,0,e
2476,1875,1,0,1,1,0,0,0,0,0,1,m
2650,24,1,1,0,0,0,0,0,1,0,0,e
789,1952,2,1,0,0,0,0,0,0,1,-1,m
1242,1557,1,1,1,0,1,0,0,0,0,0,e
672,2738,2,1,1,1,0,0,0,0,0,1,m
1509,1593,0,1,1,0,0,1,0,0,0,-1,v
1575,1743,2,2,1,0,1,0,0,0,0,0,e
1906,2078,1,1,0,0,0,0,0,1,0,0,e
2478,314,2,0,0,0,0,0,0,0,1,-2,m
1742,986,2,1,1,1,0,0,0,0,0,1,m
1459,1543,1,4,1,0,0,1,0,0,0,-3,v
1041,1016,0,2,1,0,0,1,0,0,0,-2,v
1266,1381,2,3,0,0,0,0,1,0,0,1,v
1152,1863,0,2,1,0,0,1,0,0,0,-2,v
1151,2394,3,3,0,0,0,0,0,1,0,0,e
922,1040,1,1,1,0,1,0,0,0,0,0,e
1618,1047,4,3,1,1,0,0,0,0,0,1,m
2811,1497,2,0,1,1,0,0,0,0,0,2,m
941,315,1,1,1,0,1,0,0,0,0,0,e
483,2161,1,2,0,0,0,0,1,0,0,1,v
1940,2683,2,0,0,0,0,0,0,0,1,-2,m
1266,2820,3,0,0,0,0,0,0,0,1,-3,m
289,1119,3,1,1,1,0,0,0,0,0,2,m
460,98,1,2,1,0,0,1,0,0,0,-1,v
2485,1055,1,3,1,0,0,1,0,0,0,-2,v
1849,1086,0,3,1,0,0,1,0,0,0,-3,v
2172,2331,0,2,1,0,0,1,0,0,0,-2,v
512,433,1,2,0,0,0,0,1,0,0,1,v
2163,2158,0,1,1,0,0,1,0,0,0,-1,v
2523,2058,0,1,1,0,0,1,0,0,0,-1,v
2068,1317,1,0,0,0,0,0,0,0,1,-1,m
69,2573,0,0,1,0,1,0,0,0,0,0,e
2695,2022,0,0,1,0,1,0,0,0,0,0,e
2353,345,2,3,1,0,0,1,0,0,0,-1,v
1610,2329,3,0,1,1,0,0,0,0,0,3,m
2356,1630,0,0,1,0,1,0,0,0,0,0,e
2136,1769,0,0,0,0,0,0,0,1,0,0,e
2319,1356,1,1,1,0,1,0,0,0,0,0,e
